id,make,model,year,price,mileage,engine_size,fuel_type,transmission,doors,color,tax,mpg,sold_date
532,BMW,Model A,2007,23622,145639,2.4,Diesel,Automatic,4,Black,337,34.3,2021-06-19
533,BMW,Model B,2016,18940,58847,4.6,Hybrid,Automatic,5,Grey,119,31.5,2023-08-07
534,Chevrolet,Model B,2007,22915,189075,1.2,Diesel,Automatic,5,Blue,332,28.8,2022-04-30
535,Volkswagen,Model C,2010,22107,30389,3.0,Electric,Manual,3,Black,320,21.8,2022-04-17
536,BMW,Model B,2006,32215,185595,3.7,Diesel,Automatic,5,Grey,425,21.1,2020-06-16
537,Ford,Model D,2016,21159,133802,4.7,Gasoline,Automatic,4,Grey,116,30.0,2022-08-07
538,Ford,Model B,2006,17318,71576,3.5,Gasoline,Manual,5,White,479,16.4,2021-09-12
539,Toyota,Model B,2010,23147,53919,4.2,Electric,Manual,4,Silver,188,23.6,2021-03-03
540,BMW,Model A,2021,21389,13358,1.3,Diesel,Manual,2,Red,295,23.0,2021-05-04
541,Volkswagen,Model A,2007,9003,98535,2.5,Electric,Manual,2,Black,449,33.5,2020-12-20
542,Chevrolet,Model B,2006,19890,115982,2.5,Gasoline,Automatic,4,Blue,183,12.7,2020-07-14
543,Chevrolet,Model C,2012,19294,15698,4.5,Hybrid,Manual,3,Black,486,43.2,2021-06-28
544,Volkswagen,Model A,2016,16192,76809,1.6,Electric,Manual,5,Silver,186,32.5,2021-12-17
545,Honda,Model C,2008,27249,103079,1.6,Hybrid,Manual,3,Red,406,36.8,2022-04-03
546,Toyota,Model B,2009,14500,65805,2.3,Hybrid,Manual,5,Black,437,38.1,2022-07-20
547,Chevrolet,Model B,2017,23189,172421,1.2,Diesel,Automatic,2,Silver,253,21.7,2022-09-29
548,BMW,Model D,2019,18965,191320,1.7,Electric,Manual,2,Blue,327,28.8,2021-10-20
549,Toyota,Model A,2020,20753,85033,4.9,Hybrid,Automatic,2,White,363,48.2,2022-07-27
550,BMW,Model B,2014,22882,108239,2.7,Hybrid,Manual,5,Grey,322,40.7,2022-02-18
551,Ford,Model D,2020,10846,140407,3.5,Diesel,Automatic,2,Blue,220,48.8,2020-01-11
552,Toyota,Model A,2016,21341,54041,3.9,Diesel,Automatic,2,Red,272,39.9,2023-07-03
553,Chevrolet,Model B,2021,36022,41954,2.5,Gasoline,Manual,2,Grey,103,17.0,2021-01-30
554,Toyota,Model B,2020,9102,18002,1.6,Hybrid,Automatic,2,Blue,441,12.6,2021-12-31
555,Toyota,Model A,2016,19596,79783,1.8,Gasoline,Manual,3,Blue,227,33.1,2021-02-12
556,Toyota,Model A,2012,27862,117524,2.3,Hybrid,Automatic,2,Blue,209,24.3,2020-12-27
557,Honda,Model A,2007,22111,134857,3.5,Gasoline,Automatic,2,Blue,454,21.0,2023-07-06
558,Toyota,Model B,2020,24815,29738,2.6,Diesel,Automatic,3,Grey,136,42.3,2022-10-23
559,BMW,Model B,2017,3370,20703,1.0,Electric,Manual,3,Red,170,24.7,2020-03-24
560,Ford,Model D,2012,24187,123776,3.1,Diesel,Automatic,5,Silver,388,22.7,2020-06-04
561,Volkswagen,Model C,2009,14668,190494,4.7,Gasoline,Manual,4,Black,130,44.0,2023-04-14
562,Toyota,Model A,2012,22169,153464,4.2,Gasoline,Automatic,2,White,480,43.9,2021-12-07
563,Chevrolet,Model B,2016,19793,54724,4.3,Electric,Automatic,2,Black,367,24.3,2021-04-16
564,Toyota,Model B,2005,35948,42299,4.2,Hybrid,Automatic,2,Black,110,43.3,2021-09-10
565,Chevrolet,Model A,2010,23826,25641,2.3,Gasoline,Automatic,5,White,443,44.0,2023-12-18
566,BMW,Model C,2022,19211,89534,4.1,Gasoline,Automatic,2,Grey,427,27.0,2020-05-13
567,Chevrolet,Model A,2012,9432,16305,1.6,Gasoline,Automatic,4,Red,131,12.7,2022-02-26
568,Volkswagen,Model C,2011,20848,28782,3.6,Electric,Manual,3,White,156,10.1,2022-06-25
569,Ford,Model B,2005,25762,88257,3.6,Diesel,Manual,5,Red,265,30.9,2022-05-13
570,Chevrolet,Model C,2020,19436,87963,1.1,Gasoline,Manual,3,Grey,287,23.8,2023-11-04
571,Chevrolet,Model D,2016,16460,131987,4.2,Electric,Automatic,2,Black,441,49.9,2021-10-28
572,Ford,Model B,2010,15991,161638,4.6,Gasoline,Manual,2,Red,118,40.9,2020-10-03
573,Volkswagen,Model D,2006,23745,134591,2.1,Hybrid,Automatic,2,Grey,215,40.5,2023-06-13
574,Toyota,Model A,2018,25315,77766,4.2,Electric,Manual,4,Grey,283,48.2,2022-05-31
575,Chevrolet,Model A,2008,29528,16511,1.3,Gasoline,Manual,4,Silver,369,45.5,2020-01-13
576,Ford,Model A,2005,13035,124816,3.4,Electric,Automatic,5,White,132,22.7,2020-12-07
577,BMW,Model C,2022,23681,167249,2.9,Gasoline,Automatic,3,Silver,109,16.6,2020-02-04
578,Ford,Model B,2017,19148,14765,3.2,Diesel,Manual,2,Black,179,39.8,2021-07-12
579,BMW,Model A,2006,19354,161426,4.7,Gasoline,Manual,2,White,291,25.1,2023-05-22
580,Volkswagen,Model A,2013,22812,33929,4.5,Electric,Manual,2,Black,419,28.9,2023-12-06
581,Toyota,Model B,2006,22853,169892,4.1,Hybrid,Manual,2,Silver,289,35.2,2021-02-08
582,Ford,Model A,2013,23701,121576,2.1,Hybrid,Automatic,4,Grey,167,46.3,2021-10-19
583,Honda,Model D,2005,12597,170595,4.6,Hybrid,Manual,3,Black,447,26.8,2020-06-07
584,Chevrolet,Model B,2015,14751,81088,1.4,Gasoline,Automatic,3,White,224,41.3,2022-08-13
585,Volkswagen,Model B,2007,30401,87525,4.4,Diesel,Automatic,5,White,435,20.7,2023-02-07
586,Ford,Model B,2008,18455,23780,2.3,Gasoline,Manual,4,Black,158,37.9,2021-07-02
587,Chevrolet,Model D,2022,22142,16589,1.2,Hybrid,Automatic,2,White,196,10.1,2022-09-11
588,Ford,Model B,2010,27382,175884,3.7,Electric,Manual,3,Grey,374,44.9,2023-10-02
589,BMW,Model D,2007,23244,103664,1.9,Hybrid,Automatic,3,Grey,248,11.2,2020-10-05
590,Ford,Model B,2015,23825,187011,2.0,Electric,Automatic,4,White,377,38.5,2021-04-23
591,Honda,Model C,2019,26262,192565,2.2,Diesel,Manual,5,Black,364,11.9,2020-04-20
592,Ford,Model A,2009,5183,114188,1.3,Electric,Automatic,5,Silver,108,20.6,2021-03-06
593,Ford,Model C,2014,16570,103326,1.7,Gasoline,Automatic,2,White,382,29.9,2021-06-25
594,Honda,Model A,2016,23280,50953,1.0,Gasoline,Manual,5,White,372,26.8,2023-02-12
595,Volkswagen,Model D,2019,29713,75785,2.8,Gasoline,Automatic,3,White,400,17.7,2023-01-18
596,Ford,Model C,2021,20462,29309,1.3,Electric,Automatic,5,White,107,23.4,2023-05-20
597,Honda,Model B,2014,14086,64195,3.7,Gasoline,Manual,2,Black,307,39.1,2020-12-25
598,Chevrolet,Model A,2010,14273,35901,1.9,Gasoline,Manual,3,Silver,224,36.8,2021-01-06
599,BMW,Model A,2022,26187,164648,4.8,Gasoline,Automatic,5,Silver,222,12.9,2023-05-23
600,BMW,Model C,2017,18475,172580,4.5,Diesel,Automatic,5,Red,132,39.9,2022-11-04
601,Ford,Model D,2007,19949,35464,2.2,Electric,Automatic,4,White,100,12.1,2022-08-12
602,Volkswagen,Model C,2014,24305,26260,4.1,Electric,Manual,2,White,303,31.7,2020-09-15
603,Volkswagen,Model D,2018,3000,134997,4.2,Hybrid,Automatic,5,Red,105,20.4,2022-02-16
604,Chevrolet,Model D,2010,34002,45440,4.9,Electric,Automatic,4,Silver,396,33.5,2020-04-29
605,Ford,Model A,2007,14882,105082,3.4,Diesel,Automatic,3,Blue,104,20.5,2022-09-02
606,BMW,Model C,2020,21693,115583,1.3,Electric,Automatic,4,Grey,179,49.4,2022-07-01
607,Volkswagen,Model C,2011,8067,66683,3.6,Diesel,Automatic,4,Blue,373,22.4,2023-02-25
608,Ford,Model D,2018,17042,134206,3.5,Diesel,Automatic,5,Silver,276,19.7,2021-12-23
609,Volkswagen,Model C,2013,28712,182502,3.6,Electric,Manual,5,White,437,21.1,2021-06-06
610,Honda,Model B,2019,6586,143059,2.2,Hybrid,Manual,5,Blue,420,45.9,2020-11-20
611,Volkswagen,Model B,2007,27883,166177,4.4,Gasoline,Automatic,4,Black,438,35.4,2023-09-05
612,BMW,Model C,2006,18084,88484,4.8,Gasoline,Automatic,3,Black,235,39.2,2022-12-09
613,Toyota,Model C,2006,23410,154098,1.9,Electric,Manual,2,Red,486,46.7,2020-03-09
614,Chevrolet,Model D,2007,24602,78309,1.4,Electric,Manual,4,Silver,124,46.5,2021-01-25
615,Chevrolet,Model B,2022,23089,55927,1.8,Diesel,Manual,5,Silver,424,39.6,2021-01-17
616,BMW,Model B,2018,13945,198607,4.3,Electric,Automatic,2,Blue,282,17.9,2020-01-16
617,Volkswagen,Model A,2022,17448,52946,3.7,Diesel,Automatic,3,White,267,43.7,2022-04-25
618,Ford,Model D,2014,9769,136503,3.5,Hybrid,Automatic,2,Silver,437,18.2,2022-05-18
619,Volkswagen,Model A,2006,23442,197633,2.6,Electric,Automatic,5,Blue,277,39.7,2021-07-21
620,BMW,Model B,2005,31914,151449,3.3,Gasoline,Manual,4,Blue,472,37.4,2020-05-11
621,Chevrolet,Model D,2008,7228,63592,2.2,Gasoline,Manual,4,Grey,194,40.4,2023-06-25
622,Volkswagen,Model C,2018,14668,148419,2.9,Electric,Manual,5,Grey,132,31.3,2020-09-29
623,Chevrolet,Model D,2005,18727,43776,4.2,Diesel,Manual,4,Silver,210,35.5,2023-10-04
624,Ford,Model C,2018,21213,144855,4.9,Gasoline,Automatic,5,Blue,245,48.1,2021-04-28
625,Chevrolet,Model C,2020,26154,65798,4.7,Diesel,Automatic,4,Red,480,14.0,2021-07-03
626,Chevrolet,Model D,2018,18934,145370,4.7,Electric,Manual,4,Red,330,22.4,2020-12-22
627,Toyota,Model C,2007,17788,80204,2.6,Electric,Manual,4,Grey,371,34.5,2023-09-03
628,Toyota,Model A,2007,27721,96207,2.9,Gasoline,Manual,3,Silver,435,48.6,2022-12-07
629,Honda,Model B,2013,24633,110356,3.8,Electric,Manual,3,White,137,13.8,2022-10-30
630,Toyota,Model C,2010,23772,196233,4.7,Hybrid,Manual,5,Red,234,10.9,2020-08-20
631,Chevrolet,Model A,2017,20787,70652,1.6,Hybrid,Automatic,3,Red,433,12.2,2020-02-05
632,BMW,Model C,2006,26882,175556,2.2,Gasoline,Automatic,5,Grey,334,12.1,2021-02-16
633,Chevrolet,Model B,2012,15405,139572,1.6,Hybrid,Manual,2,Grey,418,46.3,2022-10-24
634,BMW,Model A,2006,14451,30922,3.4,Diesel,Manual,2,Silver,467,38.9,2020-02-13
635,BMW,Model B,2008,25222,175100,2.2,Gasoline,Manual,3,Grey,444,37.1,2021-07-21
636,Toyota,Model B,2019,8624,161388,2.3,Gasoline,Automatic,2,Black,259,30.9,2023-07-02
637,Volkswagen,Model A,2008,20645,86996,1.3,Diesel,Automatic,2,Blue,137,41.3,2022-01-09
638,Ford,Model A,2017,17784,158040,2.4,Hybrid,Automatic,4,Red,249,16.2,2020-04-23
639,Toyota,Model A,2016,10159,40266,4.4,Hybrid,Manual,4,Black,499,25.7,2021-01-31
640,Toyota,Model D,2017,13481,165072,1.9,Hybrid,Automatic,5,White,407,29.6,2023-04-12
641,Volkswagen,Model A,2018,19237,155083,3.8,Gasoline,Manual,2,Black,128,14.4,2023-07-02
642,Ford,Model A,2022,27237,12866,3.5,Gasoline,Automatic,5,Silver,243,26.8,2021-04-10
643,Chevrolet,Model A,2010,15429,122669,4.5,Hybrid,Automatic,5,White,175,22.7,2023-07-24
644,Honda,Model A,2015,28493,15898,1.5,Electric,Automatic,2,White,244,11.4,2022-04-26
645,Honda,Model C,2006,20442,28395,4.9,Hybrid,Manual,3,Grey,328,15.5,2021-05-16
646,Chevrolet,Model D,2009,29172,180091,3.3,Diesel,Manual,2,Black,163,40.6,2021-03-16
647,Toyota,Model B,2006,15768,14006,5.0,Gasoline,Automatic,4,Silver,446,10.7,2020-03-09
648,Ford,Model A,2014,19658,175465,4.6,Diesel,Manual,2,Red,444,47.4,2020-11-21
649,Toyota,Model C,2006,22579,20956,1.9,Diesel,Manual,3,Grey,368,13.5,2020-03-07
650,BMW,Model C,2015,18743,191114,1.2,Gasoline,Manual,5,Black,427,42.0,2020-10-30
651,Toyota,Model C,2022,26671,147150,2.0,Electric,Manual,5,Red,283,45.9,2022-08-29
652,Toyota,Model B,2019,4547,170703,3.1,Hybrid,Manual,4,Black,360,47.6,2021-04-28
653,Chevrolet,Model A,2013,36956,105676,1.7,Diesel,Manual,4,Grey,367,44.7,2022-07-17
654,Chevrolet,Model D,2013,26004,131724,1.7,Gasoline,Manual,4,Red,268,21.5,2023-12-11
655,Chevrolet,Model D,2007,18785,72901,2.9,Diesel,Automatic,5,Grey,358,23.3,2023-03-28
656,Honda,Model C,2013,16133,117227,1.1,Hybrid,Manual,4,Black,326,27.1,2020-05-28
657,BMW,Model B,2018,13935,127192,1.5,Electric,Manual,2,White,132,15.6,2022-11-16
658,Chevrolet,Model B,2011,24519,182646,2.7,Electric,Automatic,5,Blue,476,10.9,2022-09-13
659,Ford,Model B,2020,26964,41417,1.3,Electric,Automatic,3,White,313,44.8,2021-08-06
660,Honda,Model D,2020,18862,98020,2.6,Gasoline,Automatic,5,Grey,149,32.2,2020-09-04
661,Volkswagen,Model C,2005,27748,93639,2.9,Gasoline,Automatic,2,Grey,492,34.3,2023-01-29
662,Ford,Model A,2008,13649,104881,2.8,Electric,Manual,2,Grey,309,47.1,2021-12-02
663,Ford,Model D,2008,12413,180526,4.5,Hybrid,Automatic,4,Red,128,36.6,2020-04-05
664,Chevrolet,Model C,2011,32693,142659,3.1,Hybrid,Automatic,5,Silver,138,37.6,2023-11-08
665,Volkswagen,Model C,2012,24137,131688,2.9,Gasoline,Manual,5,Grey,446,41.5,2020-10-08
666,Volkswagen,Model A,2021,29777,125584,2.6,Electric,Manual,5,White,199,14.7,2020-11-17
667,Honda,Model A,2009,14022,195782,4.3,Hybrid,Manual,3,Blue,272,24.4,2023-11-20
668,Volkswagen,Model A,2011,13535,96567,4.6,Hybrid,Automatic,4,Grey,116,48.7,2023-07-25
669,BMW,Model B,2008,17489,85886,4.4,Hybrid,Manual,2,Grey,155,46.9,2021-06-12
670,Chevrolet,Model A,2010,14231,159888,3.7,Gasoline,Automatic,2,Grey,325,45.4,2020-09-19
671,Volkswagen,Model C,2011,24937,39432,1.5,Electric,Manual,4,Red,145,28.1,2021-08-02
672,Honda,Model A,2022,14742,189689,2.1,Diesel,Manual,2,Grey,166,44.3,2023-08-09
673,BMW,Model C,2009,11798,82373,1.2,Electric,Automatic,2,White,296,11.9,2020-10-20
674,Toyota,Model D,2007,20994,175289,4.7,Electric,Manual,4,Black,241,15.9,2021-01-29
675,Toyota,Model B,2011,10970,30884,3.6,Gasoline,Manual,2,Silver,422,26.6,2021-05-27
676,BMW,Model D,2018,7403,15454,4.0,Hybrid,Manual,5,Grey,122,29.3,2022-07-09
677,Honda,Model D,2011,20932,84960,2.2,Hybrid,Manual,3,Red,193,20.5,2022-03-20
678,BMW,Model C,2009,7755,112421,4.4,Gasoline,Manual,4,White,341,24.3,2023-04-18
679,Chevrolet,Model D,2009,25426,53618,2.0,Gasoline,Automatic,3,Grey,336,16.5,2022-07-08
680,Chevrolet,Model C,2006,10232,57111,1.0,Gasoline,Automatic,2,Red,153,29.6,2021-11-23
681,Toyota,Model A,2010,4315,180685,2.5,Gasoline,Manual,2,Black,237,41.8,2020-08-22
682,Volkswagen,Model A,2019,17943,130592,3.3,Gasoline,Automatic,5,Blue,432,36.5,2022-08-09
683,Honda,Model C,2014,21012,69993,2.9,Diesel,Automatic,4,Grey,371,14.3,2023-09-22
684,Toyota,Model A,2011,23440,138652,4.4,Electric,Automatic,2,White,140,29.5,2022-10-28
685,Volkswagen,Model B,2009,21204,149920,1.4,Electric,Manual,4,Red,197,37.9,2021-06-22
686,Volkswagen,Model D,2005,12584,88672,3.2,Electric,Manual,4,Red,282,31.2,2022-03-30
687,Chevrolet,Model B,2017,24991,76125,3.1,Hybrid,Manual,4,Grey,227,25.7,2023-01-19
688,Ford,Model D,2022,26720,127509,2.1,Diesel,Automatic,4,Red,328,34.9,2020-09-28
689,Ford,Model A,2017,11559,71602,4.3,Electric,Automatic,4,Blue,416,48.7,2022-10-25
690,BMW,Model B,2022,18732,52222,4.0,Hybrid,Manual,3,Red,185,13.8,2023-05-27
691,Chevrolet,Model A,2009,18078,59223,3.9,Diesel,Manual,5,Silver,355,25.6,2023-02-15
692,Volkswagen,Model D,2017,21542,75333,4.5,Diesel,Automatic,4,Silver,308,26.3,2021-08-15
693,Honda,Model C,2008,18565,193804,3.9,Hybrid,Automatic,3,Red,314,33.1,2022-09-02
694,Ford,Model C,2021,19524,132650,1.9,Diesel,Manual,2,Grey,473,16.1,2020-04-24
695,Volkswagen,Model B,2007,24492,59420,3.8,Hybrid,Automatic,4,Silver,199,17.1,2020-09-19
696,Ford,Model A,2021,12203,85504,2.2,Electric,Automatic,2,White,148,21.4,2023-08-22
697,Ford,Model A,2015,25161,12462,2.0,Hybrid,Automatic,4,Silver,300,48.2,2023-12-16
698,Ford,Model B,2008,27987,19460,1.3,Diesel,Automatic,3,Red,357,39.4,2020-07-25
699,Honda,Model C,2006,31438,109319,4.0,Electric,Automatic,3,Grey,475,36.5,2020-10-29
700,Chevrolet,Model D,2020,4996,150347,3.8,Electric,Automatic,3,Black,277,42.7,2020-04-21
701,Honda,Model B,2022,18719,154341,1.9,Gasoline,Automatic,5,Grey,344,15.1,2023-12-11
702,Toyota,Model D,2012,6244,139593,4.0,Gasoline,Manual,2,Grey,222,44.4,2023-08-01
703,Volkswagen,Model C,2007,3000,132672,4.7,Diesel,Manual,5,Grey,441,33.8,2020-07-03
704,Chevrolet,Model A,2013,21008,82920,1.4,Hybrid,Automatic,4,White,270,23.4,2022-06-19
705,Chevrolet,Model C,2010,17205,32553,1.9,Hybrid,Automatic,2,Blue,432,42.6,2020-08-08
706,Chevrolet,Model B,2014,22098,165438,4.0,Diesel,Automatic,3,Red,235,42.1,2023-02-14
707,Chevrolet,Model A,2014,23402,54036,2.1,Electric,Manual,2,Blue,158,43.8,2022-12-29
708,Honda,Model B,2017,28735,158441,3.5,Diesel,Manual,3,Black,292,14.6,2022-06-16
709,Chevrolet,Model B,2021,20377,152867,1.3,Diesel,Automatic,5,Blue,367,48.8,2022-12-29
710,BMW,Model C,2013,40463,80021,2.8,Electric,Manual,5,Red,359,48.4,2021-09-13
711,Volkswagen,Model B,2021,22144,117205,4.0,Hybrid,Automatic,3,Red,472,24.3,2021-03-02
712,Chevrolet,Model C,2013,32897,171215,3.7,Diesel,Automatic,3,Black,194,12.6,2021-10-05
713,Volkswagen,Model A,2013,3670,170497,4.3,Hybrid,Automatic,4,Red,224,16.7,2021-07-21
714,BMW,Model C,2005,29448,98209,4.5,Diesel,Automatic,5,Black,140,49.7,2021-03-18
715,BMW,Model A,2006,18734,85139,4.1,Electric,Automatic,5,Black,478,32.5,2021-08-23
716,Volkswagen,Model C,2020,6361,15368,3.7,Electric,Automatic,4,Red,353,24.3,2023-03-06
717,Ford,Model D,2005,22943,145693,1.1,Gasoline,Automatic,5,Silver,106,21.5,2021-05-18
718,Toyota,Model D,2014,17879,68829,3.1,Electric,Manual,3,Black,315,20.3,2020-05-10
719,Ford,Model B,2022,24060,139036,1.2,Gasoline,Automatic,2,Red,168,36.6,2020-08-05
720,Ford,Model C,2012,27077,24719,4.2,Diesel,Manual,2,Silver,168,26.8,2021-11-18
721,Honda,Model C,2015,9575,39227,2.3,Hybrid,Automatic,5,Black,180,48.6,2020-06-19
722,Ford,Model A,2006,27104,119430,3.2,Electric,Automatic,4,Silver,129,37.4,2021-09-03
723,Chevrolet,Model B,2012,20045,148638,2.1,Electric,Manual,3,White,172,41.7,2022-09-18
724,Honda,Model C,2012,29469,22306,4.1,Electric,Manual,2,Grey,361,21.7,2023-02-26
725,Honda,Model B,2021,18563,63822,4.5,Diesel,Automatic,3,White,188,13.2,2020-02-26
726,BMW,Model D,2019,16707,34042,2.6,Gasoline,Manual,5,Silver,307,29.5,2023-04-19
727,Ford,Model C,2021,20189,156158,4.5,Diesel,Automatic,5,Black,312,22.6,2020-09-02
728,BMW,Model C,2017,20713,158459,2.1,Hybrid,Automatic,2,Red,421,18.1,2020-05-23
729,Volkswagen,Model B,2009,15360,168114,3.1,Diesel,Manual,5,Blue,365,48.1,2022-12-10
730,Toyota,Model C,2016,16525,99424,4.4,Hybrid,Manual,4,Red,499,27.8,2021-01-02
731,Honda,Model B,2005,11411,192690,2.3,Electric,Manual,5,Blue,392,17.0,2020-08-05
732,Volkswagen,Model C,2009,16957,159395,4.8,Hybrid,Manual,5,Blue,306,17.9,2021-09-07
733,Volkswagen,Model A,2012,24734,28019,1.5,Hybrid,Automatic,5,Black,432,21.2,2023-07-04
734,Chevrolet,Model B,2017,19038,85426,1.1,Gasoline,Manual,3,Silver,176,50.0,2023-03-25
735,Toyota,Model C,2012,27063,50863,4.6,Hybrid,Manual,3,Red,387,20.7,2021-03-17
736,Volkswagen,Model D,2015,18701,121023,1.3,Hybrid,Manual,2,Silver,146,23.2,2022-04-20
737,Volkswagen,Model C,2005,9979,151355,5.0,Diesel,Manual,2,White,209,36.4,2022-08-13
738,Toyota,Model D,2017,24180,159351,4.8,Electric,Manual,2,Black,299,21.8,2021-11-29
739,Toyota,Model D,2007,15284,56999,1.5,Diesel,Automatic,5,Black,309,18.6,2022-05-25
740,Volkswagen,Model A,2021,18366,72780,3.2,Diesel,Automatic,3,White,475,16.3,2022-02-14
741,Toyota,Model B,2009,28663,32908,1.7,Electric,Manual,4,Red,253,22.5,2022-01-31
742,Volkswagen,Model C,2012,11873,136278,2.7,Electric,Manual,5,Grey,109,14.2,2022-08-02
743,Volkswagen,Model A,2018,21153,123002,1.2,Hybrid,Automatic,5,White,452,10.7,2022-07-11
744,Chevrolet,Model C,2008,19716,191297,1.9,Hybrid,Manual,5,Red,256,42.2,2022-07-23
745,Ford,Model D,2015,24906,179024,2.5,Gasoline,Automatic,4,Blue,360,15.5,2020-01-25
746,Volkswagen,Model B,2019,25986,110706,2.8,Diesel,Automatic,2,Black,176,41.0,2022-03-16
747,BMW,Model C,2011,21846,178735,4.9,Electric,Manual,4,Red,356,41.9,2022-02-02
748,Honda,Model C,2015,17477,132019,4.2,Hybrid,Automatic,2,Silver,230,31.5,2022-12-19
749,Ford,Model D,2009,23313,119708,3.9,Electric,Manual,4,Silver,166,22.4,2021-03-09
750,Ford,Model C,2009,29349,189001,3.1,Hybrid,Manual,3,Black,327,15.8,2022-05-28
751,Ford,Model C,2012,19808,19343,4.4,Gasoline,Automatic,5,White,262,39.5,2022-12-25
752,Chevrolet,Model D,2014,18129,86173,2.4,Gasoline,Automatic,5,Grey,114,34.1,2022-06-28
753,Volkswagen,Model A,2010,22717,110260,3.8,Electric,Manual,5,White,331,36.2,2021-07-18
754,Chevrolet,Model D,2019,20271,180863,5.0,Gasoline,Automatic,2,Red,294,10.3,2020-04-15
755,Volkswagen,Model A,2020,10636,170206,2.3,Electric,Manual,4,White,448,47.1,2020-04-05
756,Chevrolet,Model B,2021,21675,188173,3.7,Hybrid,Automatic,3,Black,129,12.7,2020-06-16
757,Chevrolet,Model A,2012,10572,79443,4.4,Diesel,Automatic,4,Red,458,24.7,2020-02-11
758,Honda,Model A,2012,22621,67530,4.7,Gasoline,Manual,5,Blue,437,26.1,2020-04-13
759,BMW,Model B,2013,14420,187871,3.9,Hybrid,Manual,3,White,430,10.1,2023-05-12
760,Chevrolet,Model A,2006,20258,145899,2.1,Diesel,Manual,3,White,415,29.9,2021-06-03
761,Honda,Model D,2019,22734,106143,2.3,Diesel,Automatic,5,Grey,395,40.1,2020-10-08
762,Toyota,Model A,2022,37177,154771,1.1,Diesel,Manual,4,Red,429,42.9,2022-12-02
763,BMW,Model B,2007,25199,124527,4.0,Hybrid,Manual,5,Silver,319,45.2,2022-08-04
764,Chevrolet,Model D,2021,29553,146385,1.2,Hybrid,Automatic,4,White,476,29.5,2023-02-07
765,Ford,Model B,2008,33102,154670,4.5,Electric,Automatic,3,Black,246,35.2,2023-05-18
766,Toyota,Model B,2008,23424,121362,1.5,Diesel,Manual,3,White,358,13.2,2022-01-18
767,Toyota,Model C,2018,21999,38807,1.7,Diesel,Manual,5,Grey,391,29.5,2022-04-10
768,Honda,Model C,2013,12532,186298,2.9,Diesel,Manual,3,Blue,398,16.2,2020-02-18
769,Toyota,Model B,2013,19183,69550,4.0,Electric,Manual,2,Grey,242,24.8,2020-04-24
770,BMW,Model B,2022,14938,13558,1.6,Diesel,Automatic,3,White,334,23.2,2023-03-24
771,Chevrolet,Model B,2014,17192,60113,2.8,Hybrid,Automatic,2,Silver,214,26.9,2021-05-17
772,Chevrolet,Model C,2008,33094,62999,2.9,Diesel,Manual,3,White,464,32.9,2022-09-12
773,Ford,Model C,2016,20802,196950,1.8,Gasoline,Manual,5,Red,189,46.1,2020-03-11
774,Honda,Model A,2012,13868,177415,1.5,Hybrid,Manual,5,White,307,25.8,2022-10-08
775,Ford,Model A,2006,29621,68219,4.3,Electric,Automatic,2,Silver,263,49.2,2023-09-21
776,Toyota,Model B,2017,26686,176258,3.0,Diesel,Manual,5,Red,183,40.4,2020-03-07
777,Ford,Model D,2020,27053,178038,1.1,Gasoline,Manual,3,Black,176,30.5,2022-08-24
778,BMW,Model D,2006,5957,174841,4.2,Electric,Automatic,3,Red,260,35.8,2023-05-21
779,Chevrolet,Model C,2015,33640,63218,4.9,Electric,Automatic,5,Grey,104,14.1,2020-06-29
780,Toyota,Model C,2014,16090,29229,3.4,Hybrid,Manual,3,Blue,177,43.8,2021-09-04
781,Ford,Model C,2019,25445,85209,3.0,Electric,Manual,4,Grey,190,33.3,2021-11-27
782,Honda,Model B,2021,37666,37877,4.5,Electric,Automatic,4,Red,186,49.4,2021-08-25
783,BMW,Model D,2012,35087,199073,4.8,Electric,Manual,3,Black,369,35.5,2020-09-04
784,BMW,Model A,2022,13157,107137,4.0,Electric,Manual,5,White,203,43.4,2023-05-22
785,Ford,Model B,2013,9888,48084,2.8,Diesel,Automatic,2,Red,438,42.0,2020-12-24
786,Chevrolet,Model A,2012,30012,91780,3.4,Diesel,Automatic,5,Grey,274,23.8,2020-09-05
787,Ford,Model A,2018,20994,157878,3.8,Diesel,Automatic,2,Red,153,20.4,2021-09-29
788,Toyota,Model B,2022,16493,47034,1.8,Diesel,Manual,5,Red,487,27.2,2022-08-07
789,Ford,Model A,2016,24348,181389,2.8,Gasoline,Automatic,3,Red,310,28.7,2023-01-16
790,BMW,Model D,2018,18859,65468,4.3,Diesel,Automatic,4,Black,194,19.6,2021-10-24
791,Ford,Model A,2021,24909,160166,3.6,Electric,Manual,5,Silver,322,45.8,2020-06-24
792,Chevrolet,Model D,2007,20468,198868,2.6,Diesel,Manual,2,Silver,108,31.7,2021-12-23
793,Honda,Model D,2011,25056,20589,3.7,Diesel,Automatic,4,Red,152,49.1,2021-03-01
794,Volkswagen,Model D,2021,13738,67221,1.5,Hybrid,Automatic,2,Black,176,42.4,2022-02-09
795,Ford,Model C,2016,29971,11657,2.6,Electric,Manual,3,Black,305,32.2,2021-12-03
796,Chevrolet,Model A,2013,24883,108300,4.2,Diesel,Manual,4,Red,415,47.9,2020-03-21
797,Chevrolet,Model B,2019,24524,127229,1.9,Diesel,Automatic,2,Grey,401,30.2,2022-07-15
